ID,Gender,Length,In Cluster,Diameter,Width,Height,Whole weight,BMI,Shucked weight,Viscera Weight,Shell Weight,Rings
58100518,I,0.515,0,0.4,0.219381519759363,0.12,0.659,5.49166666666667,0.2705,0.179,0.17,13
78082667,F,0.475,0,0.35,0.282547777987336,0.115,0.452,3.9304347826087,0.1715,0.092,0.155,11
81046544,F,0.545,0,0.415,0.291163639409369,0.15,0.7335,4.89,0.2795,0.163,0.2185,11
7653332,F,0.47,1,0.355,0.030502595734702,0.13,0.5465,4.20384615384615,0.2005,0.126,0.185,14
9471459,M,0.35,1,0.255,0.037729233559457,0.065,0.179,2.75384615384615,0.0705,0.0385,0.06,10
86543170,I,0.485,0,0.355,0.306599057247836,0.13,0.581,4.46923076923077,0.245,0.132,0.168,12
54128309,I,0.435,0,0.33,0.205843763826154,0.125,0.406,3.248,0.1685,0.1055,0.096,12
71371602,M,0.28,0,0.21,0.262298599899951,0.08,0.1085,1.35625,0.041,0.0265,0.0345,7
54089017,F,0.41,0,0.32,0.205708356020526,0.115,0.387,3.36521739130435,0.165,0.1005,0.0985,11
13775736,I,0.45,1,0.35,0.054783906383036,0.14,0.474,3.38571428571429,0.21,0.109,0.1275,16
67017485,I,0.45,0,0.345,0.248626831910651,0.135,0.443,3.28148148148148,0.1975,0.0875,0.1175,14
49594718,F,0.59,1,0.455,0.190034159905807,0.155,1.066,6.87741935483871,0.382,0.2275,0.415,20
10430279,F,0.57,1,0.44,0.041535466460605,0.14,0.9535,6.81071428571429,0.3785,0.201,0.305,17
48141141,I,0.61,1,0.475,0.184887936297648,0.15,0.9665,6.44333333333333,0.4145,0.2,0.345,10
65639169,F,0.61,0,0.475,0.244213933364571,0.14,1.133,8.09285714285714,0.5275,0.2355,0.35,11
30802142,I,0.56,1,0.425,0.120966983304791,0.14,0.9175,6.55357142857143,0.4005,0.1975,0.26,10
84632785,F,0.585,0,0.435,0.301315062501509,0.175,0.982,5.61142857142857,0.4055,0.2495,0.27,10
95613074,I,0.58,0,0.445,0.330496907871834,0.15,0.8865,5.91,0.383,0.209,0.255,11
40050304,F,0.63,1,0.48,0.155606978002552,0.175,1.3675,7.81428571428571,0.5015,0.3035,0.515,17
29294420,F,0.625,1,0.49,0.115217599119088,0.175,1.233,7.04571428571429,0.5565,0.247,0.365,11
3059923,I,0.55,1,0.425,0.012205421443806,0.15,0.806,5.37333333333333,0.376,0.171,0.245,14
40169950,F,0.645,1,0.525,0.156047403169519,0.19,1.4635,7.70263157894737,0.6615,0.3435,0.435,19
50479719,I,0.46,0,0.355,0.193149355903955,0.14,0.4935,3.525,0.216,0.133,0.115,13
45172412,F,0.41,1,0.305,0.174266128672587,0.1,0.363,3.63,0.1735,0.065,0.11,11
98221786,I,0.495,0,0.39,0.337003735137415,0.125,0.6655,5.324,0.284,0.162,0.2,11
39472938,I,0.52,1,0.425,0.153478691332396,0.17,0.6805,4.00294117647059,0.28,0.174,0.195,10
28790567,F,0.55,1,0.41,0.113290526684164,0.145,0.8285,5.71379310344828,0.3095,0.1905,0.25,13
28939673,M,0.45,1,0.335,0.11386110159172,0.14,0.4625,3.30357142857143,0.164,0.076,0.15,14
82550904,F,0.405,0,0.31,0.295458674092165,0.12,0.3095,2.57916666666667,0.138,0.058,0.095,13
92721859,I,0.51,0,0.4,0.323093474686284,0.15,0.745,4.96666666666667,0.2865,0.1675,0.235,13
8526168,F,0.37,1,0.29,0.033973322898691,0.115,0.25,2.17391304347826,0.111,0.057,0.075,9
68794345,I,0.525,0,0.41,0.254255802845132,0.175,0.874,4.99428571428571,0.3585,0.207,0.205,18
55745494,F,0.66,0,0.52,0.211391679829654,0.18,1.514,8.41111111111111,0.526,0.2975,0.42,19
75173846,M,0.535,0,0.42,0.273895821388898,0.15,0.6995,4.66333333333333,0.2575,0.153,0.24,12
57020545,I,0.575,0,0.455,0.215730820458691,0.18,0.8525,4.73611111111111,0.3015,0.1825,0.3,13
88741316,F,0.55,0,0.43,0.312571750200847,0.14,0.7135,5.09642857142857,0.2565,0.186,0.225,9
73489416,I,0.605,0,0.47,0.268798022631604,0.14,0.939,6.70714285714286,0.3385,0.201,0.32,13
17352670,I,0.605,1,0.495,0.06888127939756,0.145,1.054,7.26896551724138,0.369,0.2255,0.36,12
81978999,F,0.56,0,0.445,0.29383207956267,0.195,0.981,5.03076923076923,0.305,0.2245,0.335,16
14912855,I,0.535,1,0.42,0.059273901101494,0.145,0.926,6.38620689655173,0.398,0.1965,0.25,17
5595822,F,0.385,1,0.315,0.02231245425389,0.11,0.286,2.6,0.1225,0.0635,0.0835,10
59342985,F,0.39,0,0.3,0.223553239943467,0.1,0.265,2.65,0.1075,0.06,0.0865,13
18376186,I,0.47,1,0.345,0.072899860093363,0.115,0.4885,4.24782608695652,0.2005,0.108,0.166,11
25266713,I,0.515,1,0.39,0.099737275468087,0.14,0.5555,3.96785714285714,0.2,0.1135,0.2235,12
59238526,I,0.425,0,0.345,0.223203681564515,0.125,0.425,3.4,0.16,0.0795,0.154,13
75493457,M,0.345,0,0.27,0.27485588027399,0.09,0.195,2.16666666666667,0.078,0.0455,0.059,9
37957940,I,0.485,1,0.37,0.147871170933093,0.13,0.458,3.52307692307692,0.181,0.113,0.136,10
11043411,M,0.37,1,0.285,0.043967450624908,0.1,0.228,2.28,0.0675,0.0675,0.081,10
99166692,M,0.35,0,0.265,0.339319983882482,0.09,0.1775,1.97222222222222,0.0575,0.042,0.068,12
53209633,F,0.44,0,0.345,0.202670360713544,0.17,0.4085,2.40294117647059,0.15,0.0825,0.1515,12
79405604,M,0.195,0,0.145,0.286418597118099,0.05,0.032,0.64,0.01,0.008,0.012,4
42052266,M,0.325,1,0.24,0.162948158991764,0.075,0.155,2.06666666666667,0.0475,0.0355,0.06,9
17194001,I,0.495,1,0.37,0.068257653634202,0.125,0.4775,3.82,0.185,0.0705,0.169,18
41916914,I,0.45,1,0.35,0.162453736387927,0.145,0.525,3.62068965517241,0.2085,0.1,0.1655,15
56527285,M,0.415,0,0.345,0.214055903924634,0.135,0.3865,2.86296296296296,0.128,0.07,0.148,13
26976353,F,0.47,1,0.355,0.106328911019912,0.14,0.433,3.09285714285714,0.1525,0.095,0.152,12
31087563,M,0.32,1,0.24,0.12205241571748,0.085,0.17,2,0.0655,0.047,0.049,7
18979532,M,0.31,1,0.225,0.075265239728914,0.075,0.1295,1.72666666666667,0.0455,0.0335,0.044,9
74829195,M,0.235,0,0.17,0.272857960475805,0.055,0.0515,0.936363636363636,0.018,0.0105,0.0195,7
32612388,M,0.345,1,0.255,0.127834685166387,0.08,0.169,2.1125,0.06,0.0425,0.054,10
94574416,I,0.485,0,0.38,0.327860452500328,0.14,0.673,4.80714285714286,0.2175,0.13,0.195,18
63482129,F,0.5,0,0.385,0.23722751038377,0.115,0.6785,5.9,0.2945,0.138,0.195,12
10862260,F,0.5,1,0.385,0.04324908349463,0.105,0.498,4.74285714285714,0.1795,0.1095,0.17,17
31144171,I,0.465,1,0.36,0.122267574859262,0.105,0.498,4.74285714285714,0.214,0.116,0.14,15
82370858,F,0.525,0,0.405,0.294947417965338,0.16,0.658,4.1125,0.2655,0.1125,0.225,12
57866690,F,0.425,0,0.335,0.218593024179874,0.095,0.322,3.38947368421053,0.1205,0.061,0.125,10
14188302,F,0.38,1,0.305,0.056413797417682,0.095,0.2815,2.96315789473684,0.1255,0.0525,0.09,8
61806678,I,0.53,0,0.415,0.231734339001601,0.145,0.944,6.51034482758621,0.3845,0.185,0.265,21
98126206,M,0.34,0,0.265,0.336768235404204,0.085,0.1835,2.15882352941176,0.077,0.046,0.065,10
52040183,I,0.475,0,0.365,0.198608233542785,0.115,0.49,4.26086956521739,0.223,0.1235,0.1335,9
93641115,F,0.43,0,0.34,0.325469230488213,0.12,0.391,3.25833333333333,0.1555,0.095,0.1405,7
5957833,M,0.46,1,0.365,0.023754261474555,0.125,0.467,3.736,0.1895,0.0945,0.158,10
69247326,I,0.47,0,0.36,0.25567991315097,0.13,0.5225,4.01923076923077,0.198,0.1065,0.165,9
75378160,M,0.36,0,0.295,0.274509814130011,0.1,0.2105,2.105,0.066,0.0525,0.075,9
62612298,M,0.355,0,0.265,0.234382858388653,0.09,0.168,1.86666666666667,0.05,0.041,0.063,8
70632668,M,0.38,0,0.235,0.260007497518363,0.1,0.258,2.58,0.1055,0.054,0.08,7
74548955,M,0.355,0,0.26,0.272012086184331,0.085,0.1905,2.24117647058824,0.081,0.0485,0.055,6
49061772,I,0.44,1,0.345,0.188151572963544,0.12,0.487,4.05833333333333,0.1965,0.108,0.16,14
15175338,F,0.51,1,0.4,0.060309272133122,0.13,0.5735,4.41153846153846,0.219,0.1365,0.195,13
45528118,M,0.325,1,0.24,0.175546516691395,0.085,0.173,2.03529411764706,0.0795,0.038,0.05,7
58650898,I,0.62,0,0.485,0.221233236281901,0.18,1.1785,6.54722222222222,0.4675,0.2655,0.39,13
91153151,F,0.59,0,0.45,0.31899230525808,0.16,0.9,5.625,0.358,0.156,0.315,19
3889829,M,0.33,1,0.255,0.015514259153248,0.095,0.1875,1.97368421052632,0.0735,0.045,0.06,7
18913351,M,0.45,1,0.34,0.075005910148723,0.13,0.3715,2.85769230769231,0.1605,0.0795,0.105,9
6581606,I,0.445,1,0.33,0.026237865374969,0.12,0.347,2.89166666666667,0.12,0.084,0.105,11
83876995,M,0.33,0,0.215,0.299200791547831,0.075,0.1145,1.52666666666667,0.045,0.0265,0.035,6
37326881,M,0.48,1,0.375,0.145525806942491,0.145,0.777,5.35862068965517,0.216,0.13,0.17,9
78228081,I,0.46,0,0.35,0.282975218068507,0.12,0.4885,4.07083333333333,0.193,0.105,0.155,11
29649196,F,0.475,1,0.36,0.116572797531982,0.125,0.447,3.576,0.1695,0.081,0.14,9
94559059,M,0.255,0,0.18,0.327821278077471,0.065,0.079,1.21538461538462,0.034,0.014,0.025,5
4507980,I,0.335,1,0.245,0.017978146895919,0.09,0.1665,1.85,0.0595,0.04,0.06,6
63220663,I,0.47,0,0.35,0.236374067020455,0.13,0.466,3.58461538461538,0.1845,0.099,0.145,11
4180641,M,0.31,1,0.225,0.016673487541289,0.08,0.1345,1.68125,0.054,0.024,0.05,7
71883356,F,0.37,0,0.28,0.263878261621165,0.11,0.2305,2.09545454545455,0.0945,0.0465,0.075,10
51056852,M,0.295,0,0.215,0.195173388182308,0.075,0.129,1.72,0.05,0.0295,0.04,7
79869019,F,0.555,0,0.435,0.287764961985169,0.165,0.97,5.87878787878788,0.336,0.2315,0.295,17
4385547,F,0.615,1,0.515,0.01749019314847,0.17,1.14,6.70588235294118,0.4305,0.2245,0.42,16
10324341,I,0.58,1,0.49,0.04111510808574,0.195,1.3165,6.75128205128205,0.5305,0.254,0.41,18
8916526,F,0.585,1,0.475,0.035524712016513,0.185,0.9585,5.18108108108108,0.4145,0.1615,0.33,11
34024940,I,0.65,1,0.525,0.133165640722865,0.18,1.626,9.03333333333333,0.597,0.3445,0.53,18
51477129,I,0.535,0,0.45,0.196643575705836,0.17,0.781,4.59411764705882,0.3055,0.1555,0.295,11
77201509,F,0.415,0,0.34,0.279947255875282,0.13,0.3675,2.82692307692308,0.146,0.0885,0.12,10
8265673,F,0.38,1,0.305,0.032937753332085,0.105,0.281,2.67619047619048,0.1045,0.0615,0.09,12
19150112,I,0.45,1,0.355,0.075933498984087,0.12,0.412,3.43333333333333,0.1145,0.0665,0.16,19
40291341,F,0.395,1,0.295,0.156494038409854,0.095,0.2245,2.36315789473684,0.078,0.054,0.08,10
37439891,M,0.455,1,0.35,0.145946224907477,0.12,0.4835,4.02916666666667,0.1815,0.144,0.16,11
6629191,F,0.485,1,0.38,0.026427288812061,0.15,0.605,4.03333333333333,0.2155,0.14,0.18,15
82345091,M,0.55,0,0.425,0.294874190229622,0.155,0.9175,5.91935483870968,0.2775,0.243,0.335,13
53138656,F,0.45,0,0.35,0.20242453219893,0.145,0.5425,3.74137931034483,0.1765,0.123,0.175,13
75889186,M,0.475,0,0.385,0.276041376581199,0.145,0.6175,4.25862068965517,0.235,0.108,0.215,14
30952785,F,0.5,1,0.38,0.121539986712846,0.155,0.655,4.2258064516129,0.2405,0.143,0.205,17
583880,F,0.53,1,0.41,0.002329331684845,0.165,0.8115,4.91818181818182,0.24,0.169,0.24,19
45798032,M,0.49,1,0.39,0.176516710324362,0.15,0.573,3.82,0.225,0.124,0.17,21
56502586,F,0.49,0,0.385,0.213971911587168,0.15,0.7865,5.24333333333333,0.241,0.14,0.24,23
22941757,F,0.52,1,0.395,0.090727810658858,0.18,0.64,3.55555555555556,0.158,0.11,0.245,22
38126893,M,0.54,1,0.415,0.148498148091154,0.145,0.74,5.10344827586207,0.2635,0.168,0.245,12
88852769,F,0.5,0,0.375,0.312871514752388,0.115,0.5945,5.1695652173913,0.185,0.148,0.19,11
74723743,F,0.45,0,0.38,0.272539873818372,0.165,0.8165,4.94848484848485,0.25,0.1915,0.265,23
17747643,F,0.37,1,0.275,0.07043290980618,0.1,0.2225,2.225,0.093,0.026,0.08,8
6359734,I,0.37,1,0.275,0.025354576286171,0.1,0.2295,2.295,0.0885,0.0465,0.07,7
88123672,M,0.485,0,0.37,0.310905145586953,0.14,0.5725,4.08928571428571,0.204,0.1415,0.175,10
70554777,F,0.435,0,0.325,0.259765292473503,0.115,0.3915,3.40434782608696,0.154,0.094,0.12,7
4008991,M,0.535,1,0.405,0.015989278509639,0.185,0.8345,4.51081081081081,0.3175,0.1725,0.29,16
56398186,M,0.51,0,0.4,0.213616760053884,0.14,0.6515,4.65357142857143,0.2455,0.1665,0.185,10
75875784,M,0.565,0,0.44,0.276001284360268,0.185,0.909,4.91351351351351,0.344,0.2325,0.255,15
15486621,F,0.535,1,0.4,0.061536603599638,0.15,0.8045,5.36333333333333,0.3345,0.2125,0.21,13
61627257,F,0.535,0,0.405,0.231142679128217,0.125,0.927,7.416,0.26,0.1425,0.345,16
21661017,M,0.525,1,0.4,0.085743918434366,0.17,0.7305,4.29705882352941,0.279,0.2055,0.195,11
32627869,M,0.59,1,0.44,0.127893244536121,0.15,0.9555,6.37,0.366,0.2425,0.295,11
11708292,M,0.5,1,0.375,0.046602828633059,0.15,0.636,4.24,0.2535,0.145,0.19,10
88591669,I,0.255,0,0.19,0.312168789008542,0.075,0.0865,1.15333333333333,0.0345,0.0205,0.025,5
57853120,F,0.43,0,0.325,0.21854722948105,0.115,0.3865,3.36086956521739,0.1475,0.1065,0.11,11
23601315,M,0.38,1,0.29,0.093288765937257,0.12,0.283,2.35833333333333,0.1175,0.0655,0.085,9
97989961,I,0.165,0,0.11,0.336432161745812,0.02,0.019,0.95,0.0065,0.0025,0.005,4
73655007,I,0.315,0,0.23,0.269301996733847,0.09,0.1285,1.42777777777778,0.043,0.04,0.04,7
27759448,I,0.155,1,0.105,0.109338166071761,0.05,0.0175,0.35,0.005,0.0035,0.005,4
26197030,M,0.28,1,0.205,0.10332783190371,0.1,0.1165,1.165,0.0545,0.0285,0.03,5
99651736,F,0.43,0,0.335,0.340500581811378,0.12,0.444,3.7,0.155,0.1145,0.14,13
49912573,F,0.395,1,0.315,0.191154594798394,0.105,0.3515,3.34761904761905,0.1185,0.091,0.1195,16
99555045,M,0.385,0,0.285,0.340265690537979,0.105,0.2905,2.76666666666667,0.1215,0.0685,0.0875,12
78642758,F,0.48,0,0.385,0.284191484645655,0.135,0.536,3.97037037037037,0.1895,0.142,0.173,14
71393528,F,0.445,0,0.33,0.262366400839078,0.105,0.4525,4.30952380952381,0.18,0.103,0.123,9
44071292,M,0.395,1,0.295,0.170289578115745,0.115,0.316,2.74782608695652,0.1205,0.0595,0.1105,12
38541672,M,0.4,1,0.3,0.150035652214877,0.125,0.417,3.336,0.191,0.09,0.1175,9
51911490,M,0.415,0,0.325,0.198159689926346,0.14,0.417,2.97857142857143,0.1535,0.1015,0.144,10
21595561,M,0.315,1,0.25,0.085488825355242,0.09,0.203,2.25555555555556,0.0615,0.037,0.0795,11
43278080,F,0.345,1,0.26,0.167412987150937,0.09,0.207,2.3,0.0775,0.0435,0.0765,10
31524613,M,0.36,1,0.295,0.123712608198055,0.13,0.2765,2.12692307692308,0.0895,0.057,0.1005,10
61944448,I,0.295,0,0.225,0.232188208221989,0.09,0.1105,1.22777777777778,0.0405,0.0245,0.032,7
97207429,I,0.325,0,0.25,0.334493204108183,0.08,0.176,2.2,0.0595,0.0355,0.063,7
60622197,M,0.375,0,0.3,0.227816318225882,0.1,0.2465,2.465,0.104,0.0475,0.083,11
72658730,I,0.28,0,0.205,0.266260593487395,0.055,0.1135,2.06363636363636,0.045,0.0275,0.0335,7
102562,M,0.355,1,0.265,0.000409162191247,0.085,0.201,2.36470588235294,0.069,0.053,0.0695,8
27730540,M,0.35,1,0.255,0.109227193277144,0.08,0.1915,2.39375,0.08,0.0385,0.063,9
60246047,I,0.275,0,0.2,0.226566165699008,0.065,0.1035,1.59230769230769,0.0475,0.0205,0.03,7
63793055,I,0.29,0,0.205,0.238240556414164,0.07,0.0975,1.39285714285714,0.036,0.019,0.035,8
22316818,I,0.25,1,0.19,0.088297692074736,0.06,0.0765,1.275,0.036,0.0115,0.0245,6
1421586,I,0.18,1,0.125,0.005671117568422,0.035,0.0265,0.757142857142857,0.0095,0.0055,0.0085,4
93013722,I,0.15,0,0.1,0.323849978495735,0.025,0.015,0.6,0.0045,0.004,0.005,2
35739407,I,0.16,1,0.11,0.139601590520594,0.025,0.018,0.72,0.0065,0.0055,0.005,3
2945016,M,0.555,1,0.455,0.011747217227654,0.16,1.0575,6.609375,0.3925,0.228,0.293,13
67527516,M,0.555,0,0.44,0.250249518369818,0.15,1.092,7.28,0.416,0.212,0.4405,15
51267529,M,0.525,0,0.41,0.195910762734504,0.13,0.99,7.61538461538462,0.3865,0.243,0.295,15
69517550,M,0.465,0,0.36,0.256527337710086,0.08,0.488,6.1,0.191,0.125,0.155,11
99002733,F,0.49,0,0.36,0.338919618767168,0.11,0.5005,4.55,0.161,0.107,0.195,17
569735,M,0.4,1,0.305,0.00227290179126,0.085,0.297,3.49411764705882,0.108,0.0705,0.1,10
942934,F,0.48,1,0.375,0.003761708030617,0.105,0.525,5,0.2185,0.1195,0.155,12
86771812,M,0.505,0,0.4,0.307225669152716,0.125,0.77,6.16,0.2735,0.159,0.255,13
10681069,F,0.52,1,0.4,0.042530415146903,0.12,0.6515,5.42916666666667,0.261,0.2015,0.165,15
23189653,M,0.525,1,0.4,0.091690810086392,0.13,0.8295,6.38076923076923,0.2405,0.1825,0.275,11
77891319,M,0.545,0,0.42,0.281984574104237,0.13,0.879,6.76153846153846,0.374,0.1695,0.23,13
16960303,M,0.52,1,0.4,0.067338830015744,0.12,0.823,6.85833333333333,0.298,0.1805,0.265,15
96241243,M,0.505,0,0.38,0.332078764343897,0.13,0.656,5.04615384615385,0.227,0.1785,0.22,13
50269549,M,0.525,0,0.425,0.19241080903791,0.12,0.8665,7.22083333333333,0.2825,0.176,0.29,18
3592973,M,0.51,1,0.39,0.014330806743735,0.125,0.6565,5.252,0.262,0.1835,0.175,10
73842387,M,0.52,0,0.385,0.269871544319903,0.115,0.669,5.81739130434783,0.2385,0.172,0.205,12
48654034,F,0.52,1,0.405,0.186707943182175,0.125,0.6435,5.148,0.2415,0.1735,0.21,12
44035444,M,0.535,1,0.41,0.170159792955555,0.135,0.862,6.38518518518518,0.2855,0.1525,0.32,14
58997770,M,0.445,0,0.345,0.222397201293095,0.09,0.3795,4.21666666666667,0.143,0.074,0.125,10
13206444,M,0.53,1,0.44,0.052533339277454,0.205,0.835,4.07317073170732,0.32,0.2175,0.245,14
17893777,F,0.36,1,0.265,0.071006717995846,0.09,0.2065,2.29444444444444,0.078,0.057,0.06,8
31162122,F,0.535,1,0.42,0.122335796325814,0.15,0.7365,4.91,0.2785,0.186,0.215,14
25231137,F,0.52,1,0.405,0.099599800361764,0.14,0.8175,5.83928571428571,0.2795,0.183,0.26,17
20348677,M,0.53,1,0.415,0.080622707301947,0.13,0.8425,6.48076923076923,0.275,0.1945,0.265,20
53912393,F,0.53,0,0.42,0.205099328292864,0.13,1.001,7.7,0.34,0.226,0.265,17
97250861,F,0.66,0,0.52,0.334601209441319,0.2,1.676,8.38,0.673,0.4805,0.45,17
46212832,M,0.52,1,0.385,0.178005349289843,0.14,0.6595,4.71071428571429,0.2485,0.2035,0.16,9
46715011,M,0.535,1,0.42,0.179803758637548,0.13,0.8055,6.19615384615385,0.301,0.181,0.28,14
50401773,M,0.695,0,0.515,0.192875540752902,0.175,1.5165,8.66571428571429,0.578,0.4105,0.39,15
97662762,F,0.51,0,0.39,0.335623229797157,0.105,0.612,5.82857142857143,0.187,0.15,0.195,13
23799932,M,0.485,1,0.355,0.09405919058232,0.12,0.547,4.55833333333333,0.215,0.1615,0.14,10
64307161,F,0.605,0,0.46,0.239911184082947,0.17,1.122,6.6,0.347,0.3045,0.315,13
94658252,F,0.58,0,0.455,0.328074221547934,0.165,1.1365,6.88787878787879,0.369,0.3005,0.275,13
76248597,M,0.65,0,0.515,0.277114992955984,0.175,1.4805,8.46,0.5295,0.272,0.525,20
3430762,M,0.62,1,0.505,0.013684074745933,0.185,1.5275,8.25675675675676,0.69,0.368,0.35,13
22130540,M,0.615,1,0.525,0.087572676047225,0.155,1.1375,7.33870967741936,0.367,0.236,0.37,20
77933304,F,0.605,0,0.495,0.282108221990172,0.19,1.437,7.56315789473684,0.469,0.2655,0.41,15
2539168,M,0.57,1,0.44,0.010128726206469,0.155,1.116,7.2,0.4775,0.2315,0.27,13
36050992,M,0.57,1,0.43,0.140767079485645,0.12,1.0615,8.84583333333334,0.348,0.167,0.31,15
92331187,M,0.585,0,0.405,0.322077647594495,0.15,1.2565,8.37666666666667,0.435,0.202,0.325,15
89794832,F,0.55,0,0.44,0.315393449011247,0.155,0.946,6.10322580645161,0.313,0.1825,0.335,16
50382579,F,0.54,0,0.44,0.192808099506484,0.135,0.959,7.1037037037037,0.2385,0.221,0.3,17
82323489,M,0.64,0,0.51,0.294812783951045,0.19,1.613,8.48947368421053,0.6215,0.361,0.47,14
30838939,F,0.61,1,0.47,0.121106973515718,0.145,1.153,7.95172413793104,0.403,0.296,0.32,14
88256358,M,0.545,0,0.45,0.31126394269929,0.15,0.978,6.52,0.3365,0.1905,0.3,11
97551280,F,0.59,0,0.445,0.335347023173919,0.13,1.1325,8.71153846153846,0.3825,0.234,0.32,13
11415194,M,0.345,1,0.27,0.045441323578957,0.095,0.197,2.07368421052632,0.0665,0.05,0.07,9
48997207,F,0.55,1,0.43,0.187923168857836,0.155,0.785,5.06451612903226,0.289,0.227,0.233,11
98390747,F,0.53,0,0.425,0.337419495611942,0.17,0.949,5.58235294117647,0.3485,0.2395,0.278,17
29307802,F,0.53,1,0.455,0.115268742987025,0.165,0.9805,5.94242424242424,0.3155,0.2815,0.2965,11
67388037,I,0.485,0,0.375,0.249806311913339,0.14,0.521,3.72142857142857,0.2,0.123,0.17,8
45693143,M,0.385,1,0.275,0.176139832313882,0.115,0.2685,2.33478260869565,0.0975,0.0825,0.085,8
63750650,M,0.455,0,0.34,0.238102512156938,0.135,0.462,3.42222222222222,0.1675,0.158,0.12,9
17327710,M,0.49,1,0.38,0.068783187433033,0.14,0.7605,5.43214285714286,0.245,0.167,0.185,10
63050370,M,0.53,0,0.41,0.235817460207656,0.165,0.732,4.43636363636364,0.189,0.17,0.31,11
51838692,M,0.505,0,0.385,0.197905832043445,0.145,0.6775,4.67241379310345,0.236,0.179,0.2,15
3795355,M,0.49,1,0.38,0.015137641267164,0.14,0.6385,4.56071428571429,0.2305,0.142,0.195,13
41762503,M,0.465,1,0.35,0.161889354070624,0.14,0.5755,4.11071428571429,0.2015,0.1505,0.19,15
58859413,F,0.47,0,0.36,0.221933213687958,0.145,0.537,3.70344827586207,0.1725,0.1375,0.195,15
12975380,M,0.56,1,0.41,0.051619392297618,0.165,0.93,5.63636363636364,0.3505,0.237,0.3,13
18663262,M,0.505,1,0.385,0.074025654569775,0.15,0.6415,4.27666666666667,0.246,0.152,0.215,12
90445866,M,0.515,0,0.435,0.317123876962578,0.145,0.8815,6.07931034482759,0.292,0.206,0.255,10
34899386,I,0.385,1,0.28,0.136453041890404,0.125,0.244,1.952,0.102,0.038,0.085,6
56813046,I,0.215,0,0.155,0.215026805776268,0.06,0.0525,0.875,0.021,0.0165,0.015,5
86525520,M,0.55,0,0.415,0.306550632563115,0.175,1.042,5.95428571428571,0.3295,0.2325,0.2905,15
6251181,F,0.515,1,0.39,0.024922370789673,0.13,0.5755,4.42692307692308,0.1975,0.13,0.1845,9
24794829,M,0.495,1,0.385,0.097912791522324,0.135,0.709,5.25185185185185,0.211,0.1375,0.262,12
71956725,F,0.505,0,0.39,0.264104257329094,0.16,0.644,4.025,0.2475,0.2025,0.1635,9
73681518,F,0.6,0,0.465,0.269382624145027,0.165,0.8875,5.37878787878788,0.309,0.246,0.262,12
42008987,F,0.57,1,0.465,0.162790099344946,0.16,0.8935,5.584375,0.3145,0.2575,0.263,10
38637399,F,0.485,1,0.375,0.150390144958269,0.135,0.556,4.11851851851852,0.1925,0.1315,0.1685,10
57156325,M,0.47,0,0.37,0.21619105054963,0.18,0.51,2.83333333333333,0.1915,0.1285,0.1625,9
69562563,M,0.575,0,0.45,0.256668345156203,0.165,0.9215,5.58484848484849,0.3275,0.225,0.256,12
67337172,M,0.58,0,0.465,0.249644581460811,0.16,1.0345,6.465625,0.315,0.26,0.3635,12
75355567,M,0.515,0,0.405,0.274441965057718,0.145,0.695,4.79310344827586,0.215,0.1635,0.234,15
10957002,M,0.53,1,0.41,0.043624805750596,0.155,0.7155,4.61612903225806,0.2805,0.1685,0.214,11
49409922,M,0.44,1,0.335,0.189381946662436,0.11,0.394,3.58181818181818,0.157,0.096,0.122,9
36670663,M,0.52,1,0.42,0.143081070827725,0.16,0.745,4.65625,0.255,0.157,0.2885,11
28271026,F,0.425,1,0.345,0.111300524759906,0.11,0.3665,3.33181818181818,0.125,0.081,0.117,11
4808432,M,0.46,1,0.34,0.019175479630368,0.135,0.495,3.66666666666667,0.1655,0.117,0.185,10
90133546,M,0.45,0,0.335,0.316295006188341,0.125,0.349,2.792,0.119,0.1055,0.115,10
95569418,M,0.425,0,0.33,0.330386618696221,0.13,0.4405,3.38846153846154,0.152,0.0935,0.155,9
38437293,I,0.37,1,0.275,0.149648969429752,0.1,0.22,2.2,0.094,0.045,0.065,7
67908199,M,0.515,0,0.38,0.251457043812582,0.135,0.6615,4.9,0.2875,0.2095,0.155,10
23176628,M,0.405,1,0.305,0.091640227054867,0.12,0.3185,2.65416666666667,0.1235,0.0905,0.095,7
61230248,I,0.28,0,0.205,0.22983117622628,0.07,0.1015,1.45,0.041,0.03,0.03,6
94701150,F,0.48,0,0.4,0.328183540512551,0.125,0.759,6.072,0.2125,0.179,0.24,15
28175104,F,0.44,1,0.34,0.110932792963095,0.13,0.4195,3.22692307692308,0.153,0.1155,0.13,10
70049763,F,0.52,0,0.41,0.25819170866801,0.115,0.807,7.01739130434783,0.2855,0.179,0.235,12
68135202,M,0.505,0,0.405,0.252175613091138,0.14,0.875,6.25,0.2665,0.174,0.285,12
67690552,F,0.49,0,0.365,0.250767050364844,0.13,0.6835,5.25769230769231,0.165,0.1315,0.205,21
67766836,I,0.235,0,0.175,0.251009004305323,0.055,0.067,1.21818181818182,0.027,0.0125,0.018,6
53980669,I,0.255,0,0.185,0.205334822092252,0.06,0.088,1.46666666666667,0.0365,0.021,0.023,5
23723649,I,0.315,1,0.24,0.093763334262952,0.085,0.1715,2.01764705882353,0.071,0.0345,0.0535,7
61569814,I,0.325,0,0.25,0.230953116810326,0.08,0.1735,2.16875,0.0765,0.0345,0.049,7
